prospect_id,start_date,funnel_stage,access_channel,region,lead_source,days_interacted,services_interested,services_purchased,revenue,total_cost
2132,3/21/2025 20:45,Deal Signed,Mobile,USA,Direct,73,2,2,12940,5419
2197,4/26/2025 13:15,Awareness,Desktop,USA,Email,86,0,0,0,378
2197,4/26/2025 13:18,Interested,Desktop,USA,Email,119,3,0,0,378
2689,8/8/2025 5:08,Awareness,Desktop,Canada,Social Media,77,0,0,0,328
2065,4/5/2025 21:06,Awareness,Mobile,Canada,Social Media,129,1,0,0,229
2065,4/5/2025 21:09,Interested,Mobile,Canada,Social Media,128,2,0,0,284
2942,8/1/2025 2:35,Awareness,Tablet,France,Direct,20,0,0,0,381
2942,8/1/2025 2:36,Interested,Tablet,France,Direct,51,3,0,0,577
2030,8/16/2025 8:55,Awareness,Desktop,Canada,Email,126,1,0,0,454
2030,8/16/2025 8:56,Interested,Desktop,Canada,Email,102,3,0,0,704
2765,2/6/2025 2:01,Awareness,Mobile,Germany,Google,52,1,0,0,372
1753,5/22/2025 6:16,Awareness,Tablet,Germany,Google,122,1,0,0,290
1405,5/22/2025 9:00,Awareness,Mobile,France,Google,71,0,0,0,507
1405,5/22/2025 9:03,Interested,Mobile,France,Google,129,3,0,0,229
2208,2/3/2025 1:58,Awareness,Mobile,UK,Social Media,126,0,0,0,650
2208,2/3/2025 1:59,Interested,Mobile,UK,Social Media,104,1,0,0,643
2066,6/20/2025 4:16,Awareness,Tablet,India,Email,32,1,0,0,699
2066,6/20/2025 4:18,Interested,Tablet,India,Email,126,2,0,0,353
2066,6/20/2025 4:21,Proposal & Negotiation,Tablet,India,Email,128,4,0,0,628
2066,6/20/2025 4:22,Proposal & Negotiation,Tablet,India,Email,62,3,0,0,432
2066,6/20/2025 4:22,Deal Lost,Tablet,India,Email,17,5,0,0,567
1571,4/25/2025 3:18,Awareness,Tablet,Germany,Google,122,0,0,0,542
1368,2/25/2025 21:45,Awareness,Desktop,France,Email,119,1,0,0,602
1368,2/25/2025 21:47,Interested,Desktop,France,Email,126,2,0,0,380
1368,2/25/2025 21:49,Proposal & Negotiation,Desktop,France,Email,115,2,0,0,279
1368,2/25/2025 21:52,Proposal & Negotiation,Desktop,France,Email,128,5,0,0,708
1154,2/28/2025 15:34,Awareness,Mobile,Germany,Direct,47,1,0,0,684
1154,2/28/2025 15:37,Interested,Mobile,Germany,Direct,122,3,0,0,582
1154,2/28/2025 15:39,Proposal & Negotiation,Mobile,Germany,Direct,122,2,0,0,496
1154,2/28/2025 15:41,Proposal & Negotiation,Mobile,Germany,Direct,125,4,0,0,565
1154,2/28/2025 15:44,Deal Signed,Mobile,Germany,Direct,126,5,5,35300,18665
2631,1/8/2025 5:10,Awareness,Desktop,USA,Email,20,0,0,0,731
2631,1/8/2025 5:10,Interested,Desktop,USA,Email,15,1,0,0,523
1136,7/5/2025 8:14,Awareness,Mobile,India,Direct,80,0,0,0,772
1136,7/5/2025 8:16,Interested,Mobile,India,Direct,119,3,0,0,405
2069,1/9/2025 1:23,Awareness,Mobile,Germany,Email,17,0,0,0,593
2069,1/9/2025 1:25,Interested,Mobile,Germany,Email,122,1,0,0,516
2069,1/9/2025 1:25,Proposal & Negotiation,Mobile,Germany,Email,16,3,0,0,446
1006,2/7/2025 9:16,Awareness,Tablet,USA,Email,41,0,0,0,673
1633,2/26/2025 11:09,Awareness,Tablet,Germany,Direct,126,0,0,0,606
1633,2/26/2025 11:11,Interested,Tablet,Germany,Direct,100,1,0,0,416
1985,6/2/2025 12:17,Awareness,Mobile,France,Email,126,0,0,0,368
2342,4/15/2025 10:33,Awareness,Tablet,France,Direct,57,1,0,0,292
2342,4/15/2025 10:36,Interested,Tablet,France,Direct,128,3,0,0,360
2342,4/15/2025 10:38,Proposal & Negotiation,Tablet,France,Direct,122,5,0,0,237
2342,4/15/2025 10:41,Proposal & Negotiation,Tablet,France,Direct,126,1,0,0,736
2342,4/15/2025 10:42,Deal Signed,Tablet,France,Direct,107,2,2,18660,7846
2870,2/17/2025 23:39,Awareness,Tablet,Germany,Google,122,0,0,0,223
2870,2/17/2025 23:40,Interested,Tablet,Germany,Google,102,2,0,0,460
1067,1/13/2025 9:08,Awareness,Desktop,Germany,Direct,115,0,0,0,204
2075,5/18/2025 16:14,Awareness,Mobile,UK,Email,129,1,0,0,294
2075,5/18/2025 16:16,Interested,Mobile,UK,Email,94,3,0,0,724
2320,3/16/2025 21:42,Awareness,Desktop,USA,Social Media,69,1,0,0,260
1082,5/12/2025 10:57,Awareness,Mobile,Germany,Email,46,1,0,0,223
1082,5/12/2025 11:00,Interested,Mobile,Germany,Email,122,3,0,0,352
1874,5/13/2025 9:22,Awareness,Tablet,USA,Direct,129,1,0,0,370
1874,5/13/2025 9:25,Interested,Tablet,USA,Direct,119,2,0,0,226
2190,4/2/2025 10:40,Awareness,Desktop,India,Social Media,98,0,0,0,324
2190,4/2/2025 10:41,Interested,Desktop,India,Social Media,74,3,0,0,558
2636,3/31/2025 0:52,Awareness,Mobile,Germany,Email,93,0,0,0,791
2636,3/31/2025 0:53,Interested,Mobile,Germany,Email,118,1,0,0,285
1188,3/29/2025 23:14,Awareness,Desktop,USA,Direct,128,0,0,0,615
1188,3/29/2025 23:16,Interested,Desktop,USA,Direct,102,3,0,0,213
1188,3/29/2025 23:17,Proposal & Negotiation,Desktop,USA,Direct,63,5,0,0,317
1188,3/29/2025 23:19,Proposal & Negotiation,Desktop,USA,Direct,122,5,0,0,407
1188,3/29/2025 23:21,Deal Signed,Desktop,USA,Direct,112,1,1,4010,1422
2381,8/7/2025 8:09,Awareness,Mobile,USA,Direct,99,1,0,0,218
2381,8/7/2025 8:12,Interested,Mobile,USA,Direct,129,1,0,0,327
2381,8/7/2025 8:13,Proposal & Negotiation,Mobile,USA,Direct,57,1,0,0,274
2381,8/7/2025 8:16,Proposal & Negotiation,Mobile,USA,Direct,129,1,0,0,578
2381,8/7/2025 8:17,Deal Signed,Mobile,USA,Direct,104,4,3,23600,10150
2146,1/16/2025 3:42,Awareness,Tablet,France,Direct,15,0,0,0,575
2146,1/16/2025 3:43,Interested,Tablet,France,Direct,53,2,0,0,455
2146,1/16/2025 3:44,Proposal & Negotiation,Tablet,France,Direct,22,5,0,0,663
2146,1/16/2025 3:46,Proposal & Negotiation,Tablet,France,Direct,128,3,0,0,627
2146,1/16/2025 3:47,Deal Signed,Tablet,France,Direct,30,4,1,8110,2610
1552,7/25/2025 15:39,Awareness,Tablet,USA,Direct,49,0,0,0,330
1552,7/25/2025 15:41,Interested,Tablet,USA,Direct,115,2,0,0,361
1552,7/25/2025 15:42,Proposal & Negotiation,Tablet,USA,Direct,57,3,0,0,747
1552,7/25/2025 15:42,Proposal & Negotiation,Tablet,USA,Direct,17,5,0,0,648
1552,7/25/2025 15:43,Deal Signed,Tablet,USA,Direct,55,5,1,5110,1700
1149,6/13/2025 12:31,Awareness,Desktop,UK,Email,129,1,0,0,793
1149,6/13/2025 12:34,Interested,Desktop,UK,Email,122,1,0,0,207
2231,8/25/2025 2:46,Awareness,Desktop,India,Social Media,128,0,0,0,286
2231,8/25/2025 2:48,Interested,Desktop,India,Social Media,126,3,0,0,281
1613,7/28/2025 0:49,Awareness,Tablet,France,Email,110,1,0,0,651
1613,7/28/2025 0:51,Interested,Tablet,France,Email,128,1,0,0,329
1790,2/9/2025 16:01,Awareness,Mobile,India,Email,128,0,0,0,299
1790,2/9/2025 16:02,Interested,Mobile,India,Email,61,1,0,0,320
1790,2/9/2025 16:03,Proposal & Negotiation,Mobile,India,Email,71,3,0,0,350
1790,2/9/2025 16:04,Proposal & Negotiation,Mobile,India,Email,27,4,0,0,703
1790,2/9/2025 16:05,Deal Signed,Mobile,India,Email,96,1,1,7790,2434
2780,3/20/2025 6:32,Awareness,Tablet,India,Email,27,1,0,0,744
2780,3/20/2025 6:35,Interested,Tablet,India,Email,128,3,0,0,569
1285,6/9/2025 1:24,Awareness,Mobile,India,Social Media,126,0,0,0,215
1285,6/9/2025 1:27,Interested,Mobile,India,Social Media,126,3,0,0,639
2129,3/8/2025 22:09,Awareness,Desktop,France,Direct,119,1,0,0,787
2932,8/9/2025 14:46,Awareness,Tablet,USA,Social Media,76,1,0,0,544
2932,8/9/2025 14:48,Interested,Tablet,USA,Social Media,119,3,0,0,292
2671,4/14/2025 3:15,Awareness,Mobile,Germany,Google,126,1,0,0,263
2671,4/14/2025 3:16,Interested,Mobile,Germany,Google,27,3,0,0,408
2671,4/14/2025 3:16,Proposal & Negotiation,Mobile,Germany,Google,29,3,0,0,623
2671,4/14/2025 3:18,Proposal & Negotiation,Mobile,Germany,Google,67,1,0,0,427
2671,4/14/2025 3:19,Deal Lost,Mobile,Germany,Google,85,3,0,0,242
1029,1/10/2025 20:12,Awareness,Mobile,Canada,Email,67,1,0,0,526
1029,1/10/2025 20:14,Interested,Mobile,Canada,Email,103,2,0,0,244
2790,7/2/2025 1:45,Awareness,Tablet,Canada,Google,35,1,0,0,477
2790,7/2/2025 1:45,Interested,Tablet,Canada,Google,20,1,0,0,663
1529,2/23/2025 13:56,Awareness,Mobile,USA,Direct,23,0,0,0,216
1529,2/23/2025 13:58,Interested,Mobile,USA,Direct,129,2,0,0,347
1529,2/23/2025 13:59,Proposal & Negotiation,Mobile,USA,Direct,22,3,0,0,597
2364,7/3/2025 13:50,Awareness,Mobile,Australia,Email,111,0,0,0,549
2364,7/3/2025 13:51,Interested,Mobile,Australia,Email,83,1,0,0,711
2311,4/6/2025 2:05,Awareness,Mobile,UK,Email,88,0,0,0,251
2311,4/6/2025 2:08,Interested,Mobile,UK,Email,128,3,0,0,650
2108,5/18/2025 20:06,Awareness,Tablet,USA,Email,126,1,0,0,415
2108,5/18/2025 20:07,Interested,Tablet,USA,Email,82,3,0,0,239
2108,5/18/2025 20:08,Proposal & Negotiation,Tablet,USA,Email,62,3,0,0,203
2108,5/18/2025 20:09,Proposal & Negotiation,Tablet,USA,Email,40,1,0,0,245
2108,5/18/2025 20:11,Deal Signed,Tablet,USA,Email,116,4,1,8420,2898
1692,2/17/2025 15:24,Awareness,Mobile,Canada,Direct,110,0,0,0,387
1692,2/17/2025 15:26,Interested,Mobile,Canada,Direct,71,2,0,0,420
1692,2/17/2025 15:27,Proposal & Negotiation,Mobile,Canada,Direct,106,5,0,0,512
1692,2/17/2025 15:29,Proposal & Negotiation,Mobile,Canada,Direct,91,1,0,0,314
1692,2/17/2025 15:31,Deal Signed,Mobile,Canada,Direct,126,1,1,8640,2803
1348,6/3/2025 13:52,Awareness,Mobile,UK,Direct,39,1,0,0,680
1348,6/3/2025 13:53,Interested,Mobile,UK,Direct,51,3,0,0,252
1348,6/3/2025 13:55,Proposal & Negotiation,Mobile,UK,Direct,114,4,0,0,511
1348,6/3/2025 13:56,Proposal & Negotiation,Mobile,UK,Direct,60,2,0,0,512
1348,6/3/2025 13:57,Deal Lost,Mobile,UK,Direct,42,1,0,0,463
1584,2/18/2025 5:55,Awareness,Mobile,Canada,Email,61,1,0,0,651
1584,2/18/2025 5:56,Interested,Mobile,Canada,Email,62,3,0,0,391
1584,2/18/2025 5:59,Proposal & Negotiation,Mobile,Canada,Email,128,4,0,0,525
1584,2/18/2025 6:00,Proposal & Negotiation,Mobile,Canada,Email,41,3,0,0,314
1584,2/18/2025 6:00,Deal Signed,Mobile,Canada,Email,25,3,3,23900,11574
2543,4/30/2025 15:57,Awareness,Tablet,Australia,Email,17,0,0,0,296
2543,4/30/2025 15:57,Interested,Tablet,Australia,Email,49,1,0,0,678
2639,5/12/2025 2:52,Awareness,Tablet,USA,Email,108,1,0,0,401
2639,5/12/2025 2:53,Interested,Tablet,USA,Email,39,3,0,0,454
1649,8/21/2025 10:53,Awareness,Mobile,France,Email,122,1,0,0,709
1649,8/21/2025 10:54,Interested,Mobile,France,Email,86,2,0,0,692
1337,3/28/2025 8:09,Awareness,Mobile,USA,Email,86,1,0,0,214
1337,3/28/2025 8:12,Interested,Mobile,USA,Email,126,2,0,0,332
1337,3/28/2025 8:12,Proposal & Negotiation,Mobile,USA,Email,24,3,0,0,436
2135,7/10/2025 14:03,Awareness,Desktop,Canada,Google,124,0,0,0,505
1944,3/12/2025 16:07,Awareness,Mobile,France,Social Media,29,0,0,0,406
1944,3/12/2025 16:09,Interested,Mobile,France,Social Media,122,2,0,0,411
1944,3/12/2025 16:10,Proposal & Negotiation,Mobile,France,Social Media,54,3,0,0,491
1944,3/12/2025 16:13,Proposal & Negotiation,Mobile,France,Social Media,129,2,0,0,614
1944,3/12/2025 16:16,Deal Lost,Mobile,France,Social Media,129,5,0,0,468
1305,5/12/2025 5:12,Awareness,Mobile,USA,Direct,43,1,0,0,290
1305,5/12/2025 5:14,Interested,Mobile,USA,Direct,128,1,0,0,589
1690,1/27/2025 11:43,Awareness,Desktop,UK,Google,52,0,0,0,240
2430,7/19/2025 20:59,Awareness,Tablet,France,Direct,31,0,0,0,667
2430,7/19/2025 20:59,Interested,Tablet,France,Direct,16,1,0,0,626
2430,7/19/2025 21:02,Proposal & Negotiation,Tablet,France,Direct,119,3,0,0,230
2430,7/19/2025 21:04,Proposal & Negotiation,Tablet,France,Direct,109,4,0,0,279
2430,7/19/2025 21:05,Deal Signed,Tablet,France,Direct,104,4,4,26420,13894
2729,5/27/2025 22:56,Awareness,Mobile,India,Google,119,0,0,0,506
1009,4/1/2025 23:58,Awareness,Mobile,India,Google,117,0,0,0,355
1009,4/2/2025 0:00,Interested,Mobile,India,Google,126,1,0,0,761
2204,4/4/2025 14:14,Awareness,Desktop,India,Email,74,1,0,0,613
2204,4/4/2025 14:14,Interested,Desktop,India,Email,33,1,0,0,238
2204,4/4/2025 14:16,Proposal & Negotiation,Desktop,India,Email,89,1,0,0,449
2204,4/4/2025 14:18,Proposal & Negotiation,Desktop,India,Email,129,1,0,0,653
2204,4/4/2025 14:19,Deal Signed,Desktop,India,Email,63,3,2,16770,6380
1424,3/26/2025 6:31,Awareness,Mobile,India,Direct,23,1,0,0,598
2054,7/25/2025 1:18,Awareness,Mobile,France,Email,28,0,0,0,686
2054,7/25/2025 1:21,Interested,Mobile,France,Email,126,1,0,0,500
1785,1/1/2025 5:13,Awareness,Mobile,Germany,Google,98,0,0,0,225
1785,1/1/2025 5:15,Interested,Mobile,Germany,Google,126,3,0,0,516
2117,1/22/2025 20:42,Awareness,Tablet,UK,Direct,82,1,0,0,292
2117,1/22/2025 20:44,Interested,Tablet,UK,Direct,119,2,0,0,689
1446,1/23/2025 22:39,Awareness,Tablet,India,Social Media,50,1,0,0,784
1446,1/23/2025 22:39,Interested,Tablet,India,Social Media,18,3,0,0,394
1446,1/23/2025 22:41,Proposal & Negotiation,Tablet,India,Social Media,78,4,0,0,248
2438,7/28/2025 0:28,Awareness,Tablet,India,Google,56,0,0,0,576
2438,7/28/2025 0:31,Interested,Tablet,India,Google,129,3,0,0,513
2000,4/27/2025 17:12,Awareness,Mobile,India,Email,122,1,0,0,541
2000,4/27/2025 17:12,Interested,Mobile,India,Email,25,3,0,0,235
1102,6/10/2025 2:53,Awareness,Desktop,Australia,Google,103,1,0,0,368
1102,6/10/2025 2:55,Interested,Desktop,Australia,Google,95,3,0,0,210
1102,6/10/2025 2:55,Proposal & Negotiation,Desktop,Australia,Google,46,1,0,0,244
1102,6/10/2025 2:58,Proposal & Negotiation,Desktop,Australia,Google,126,4,0,0,339
1102,6/10/2025 2:58,Deal Signed,Desktop,Australia,Google,34,1,1,8170,2962
1566,1/16/2025 12:54,Awareness,Mobile,Canada,Direct,101,1,0,0,221
1566,1/16/2025 12:56,Interested,Mobile,Canada,Direct,80,1,0,0,380
2395,6/19/2025 2:47,Awareness,Desktop,France,Direct,104,1,0,0,347
1451,6/11/2025 4:04,Awareness,Desktop,UK,Direct,90,1,0,0,417
1451,6/11/2025 4:05,Interested,Desktop,UK,Direct,68,1,0,0,227
1386,3/2/2025 20:21,Awareness,Mobile,Australia,Social Media,129,1,0,0,754
2516,7/1/2025 21:02,Awareness,Mobile,India,Direct,79,1,0,0,373
2516,7/1/2025 21:03,Interested,Mobile,India,Direct,39,2,0,0,306
2597,1/7/2025 13:54,Awareness,Mobile,India,Direct,79,1,0,0,755
2597,1/7/2025 13:55,Interested,Mobile,India,Direct,38,2,0,0,443
2597,1/7/2025 13:57,Proposal & Negotiation,Mobile,India,Direct,122,2,0,0,340
2597,1/7/2025 14:00,Proposal & Negotiation,Mobile,India,Direct,128,3,0,0,555
2597,1/7/2025 14:03,Deal Signed,Mobile,India,Direct,128,2,2,15140,6089
2131,5/31/2025 5:28,Awareness,Tablet,Canada,Google,101,1,0,0,588
1747,2/23/2025 15:48,Awareness,Mobile,India,Google,128,0,0,0,486
2145,8/19/2025 22:20,Awareness,Desktop,Australia,Direct,126,0,0,0,610
2144,6/15/2025 1:56,Awareness,Desktop,Germany,Social Media,86,1,0,0,510
2144,6/15/2025 1:58,Interested,Desktop,Germany,Social Media,110,2,0,0,314
2144,6/15/2025 1:59,Proposal & Negotiation,Desktop,Germany,Social Media,108,2,0,0,220
2144,6/15/2025 2:01,Proposal & Negotiation,Desktop,Germany,Social Media,116,1,0,0,714
2144,6/15/2025 2:02,Deal Lost,Desktop,Germany,Social Media,39,2,0,0,689
1380,5/3/2025 20:31,Awareness,Tablet,India,Google,20,0,0,0,522
1380,5/3/2025 20:34,Interested,Tablet,India,Google,129,1,0,0,208
1380,5/3/2025 20:36,Proposal & Negotiation,Tablet,India,Google,128,3,0,0,509
2727,4/21/2025 13:56,Awareness,Desktop,UK,Direct,51,1,0,0,667
2727,4/21/2025 13:58,Interested,Desktop,UK,Direct,119,2,0,0,626
2691,6/29/2025 20:35,Awareness,Tablet,UK,Direct,119,0,0,0,432
2691,6/29/2025 20:38,Interested,Tablet,UK,Direct,122,3,0,0,736
2062,1/8/2025 21:57,Awareness,Tablet,India,Email,65,0,0,0,472
2062,1/8/2025 22:00,Interested,Tablet,India,Email,126,2,0,0,714
2062,1/8/2025 22:02,Proposal & Negotiation,Tablet,India,Email,110,4,0,0,589
2146,8/13/2025 9:13,Awareness,Desktop,Canada,Direct,18,0,0,0,346
2146,8/13/2025 9:15,Interested,Desktop,Canada,Direct,116,1,0,0,552
2492,3/23/2025 11:50,Awareness,Mobile,Canada,Direct,16,1,0,0,301
2492,3/23/2025 11:53,Interested,Mobile,Canada,Direct,126,1,0,0,269
2492,3/23/2025 11:54,Proposal & Negotiation,Mobile,Canada,Direct,57,3,0,0,776
2492,3/23/2025 11:57,Proposal & Negotiation,Mobile,Canada,Direct,129,3,0,0,780
2492,3/23/2025 11:58,Deal Lost,Mobile,Canada,Direct,76,1,0,0,328
2517,6/1/2025 20:31,Awareness,Desktop,Canada,Direct,129,1,0,0,407
1264,2/22/2025 13:37,Awareness,Desktop,France,Email,84,0,0,0,294
1264,2/22/2025 13:37,Interested,Desktop,France,Email,27,2,0,0,738
1495,6/24/2025 7:14,Awareness,Desktop,Germany,Google,46,1,0,0,550
1495,6/24/2025 7:15,Interested,Desktop,Germany,Google,48,3,0,0,228
2112,4/5/2025 19:35,Awareness,Tablet,India,Social Media,94,0,0,0,707
2112,4/5/2025 19:38,Interested,Tablet,India,Social Media,128,3,0,0,672
2094,5/15/2025 11:05,Awareness,Tablet,France,Google,129,0,0,0,352
2094,5/15/2025 11:05,Interested,Tablet,France,Google,17,3,0,0,755
2094,5/15/2025 11:07,Proposal & Negotiation,Tablet,France,Google,75,3,0,0,572
2094,5/15/2025 11:08,Proposal & Negotiation,Tablet,France,Google,72,1,0,0,644
2094,5/15/2025 11:11,Deal Signed,Tablet,France,Google,129,5,3,18300,7769
1987,8/18/2025 16:01,Awareness,Tablet,Germany,Social Media,128,0,0,0,477
1987,8/18/2025 16:01,Interested,Tablet,Germany,Social Media,31,1,0,0,469
1987,8/18/2025 16:04,Proposal & Negotiation,Tablet,Germany,Social Media,129,3,0,0,488
1987,8/18/2025 16:05,Proposal & Negotiation,Tablet,Germany,Social Media,50,3,0,0,421
1987,8/18/2025 16:07,Deal Signed,Tablet,Germany,Social Media,122,5,3,24110,10827
1895,3/8/2025 12:43,Awareness,Tablet,India,Direct,79,0,0,0,541
1644,7/28/2025 8:31,Awareness,Desktop,Canada,Google,129,0,0,0,467
1644,7/28/2025 8:31,Interested,Desktop,Canada,Google,26,3,0,0,757
2367,2/27/2025 14:53,Awareness,Mobile,Australia,Direct,127,1,0,0,743
2367,2/27/2025 14:55,Interested,Mobile,Australia,Direct,104,2,0,0,783
1463,4/17/2025 11:41,Awareness,Tablet,India,Google,128,1,0,0,462
1057,8/7/2025 17:18,Awareness,Mobile,France,Social Media,118,1,0,0,269
1057,8/7/2025 17:19,Interested,Mobile,France,Social Media,54,3,0,0,256
1953,7/17/2025 6:55,Awareness,Desktop,India,Google,61,1,0,0,457
1953,7/17/2025 6:57,Interested,Desktop,India,Google,107,3,0,0,531
1953,7/17/2025 6:58,Proposal & Negotiation,Desktop,India,Google,106,2,0,0,419
2637,8/11/2025 3:13,Awareness,Tablet,France,Email,122,0,0,0,619
2637,8/11/2025 3:14,Interested,Tablet,France,Email,87,3,0,0,738
1250,1/20/2025 23:17,Awareness,Mobile,UK,Google,126,1,0,0,224
1250,1/20/2025 23:18,Interested,Mobile,UK,Google,15,3,0,0,646
1694,3/30/2025 21:06,Awareness,Desktop,France,Direct,69,0,0,0,686
1694,3/30/2025 21:07,Interested,Desktop,France,Direct,41,2,0,0,369
1577,8/11/2025 15:57,Awareness,Desktop,Canada,Social Media,96,1,0,0,599
1577,8/11/2025 15:59,Interested,Desktop,Canada,Social Media,119,1,0,0,370
2243,2/6/2025 2:46,Awareness,Mobile,Canada,Email,126,0,0,0,776
2243,2/6/2025 2:47,Interested,Mobile,Canada,Email,37,3,0,0,626
2665,6/25/2025 0:51,Awareness,Mobile,Germany,Direct,72,1,0,0,650
2665,6/25/2025 0:53,Interested,Mobile,Germany,Direct,129,2,0,0,229
2665,6/25/2025 0:54,Proposal & Negotiation,Mobile,Germany,Direct,27,5,0,0,367
2057,1/20/2025 4:49,Awareness,Tablet,UK,Social Media,35,1,0,0,305
2474,1/24/2025 15:05,Awareness,Mobile,Australia,Email,129,0,0,0,750
2474,1/24/2025 15:05,Interested,Mobile,Australia,Email,22,1,0,0,254
2474,1/24/2025 15:06,Proposal & Negotiation,Mobile,Australia,Email,58,3,0,0,365
2390,2/27/2025 18:17,Awareness,Mobile,Australia,Direct,126,0,0,0,264
2390,2/27/2025 18:19,Interested,Mobile,Australia,Direct,109,2,0,0,575
1001,2/26/2025 15:46,Awareness,Mobile,Canada,Email,30,0,0,0,770
1001,2/26/2025 15:48,Interested,Mobile,Canada,Email,122,1,0,0,526
2316,1/23/2025 4:19,Awareness,Desktop,Australia,Social Media,75,0,0,0,591
2316,1/23/2025 4:20,Interested,Desktop,Australia,Social Media,54,1,0,0,633
2316,1/23/2025 4:21,Proposal & Negotiation,Desktop,Australia,Social Media,82,3,0,0,211
2316,1/23/2025 4:23,Proposal & Negotiation,Desktop,Australia,Social Media,123,5,0,0,233
2316,1/23/2025 4:25,Deal Signed,Desktop,Australia,Social Media,109,4,2,14600,5506
2872,8/27/2025 18:28,Awareness,Desktop,France,Social Media,128,1,0,0,678
2468,3/4/2025 6:15,Awareness,Desktop,Australia,Direct,111,0,0,0,242
2468,3/4/2025 6:18,Interested,Desktop,Australia,Direct,122,2,0,0,288
2433,2/8/2025 7:44,Awareness,Tablet,India,Social Media,19,1,0,0,379
1551,6/21/2025 21:50,Awareness,Tablet,USA,Direct,58,0,0,0,254
1551,6/21/2025 21:51,Interested,Tablet,USA,Direct,52,3,0,0,565
1551,6/21/2025 21:51,Proposal & Negotiation,Tablet,USA,Direct,20,3,0,0,469
1551,6/21/2025 21:53,Proposal & Negotiation,Tablet,USA,Direct,107,3,0,0,663
1551,6/21/2025 21:54,Deal Signed,Tablet,USA,Direct,42,4,2,15020,5363
2984,8/28/2025 6:29,Awareness,Desktop,Germany,Social Media,122,0,0,0,579
2984,8/28/2025 6:31,Interested,Desktop,Germany,Social Media,83,2,0,0,351
1605,2/25/2025 18:24,Awareness,Tablet,USA,Email,126,0,0,0,638
1605,2/25/2025 18:26,Interested,Tablet,USA,Email,122,3,0,0,682
1605,2/25/2025 18:27,Proposal & Negotiation,Tablet,USA,Email,59,2,0,0,402
1605,2/25/2025 18:29,Proposal & Negotiation,Tablet,USA,Email,122,1,0,0,474
1605,2/25/2025 18:31,Deal Signed,Tablet,USA,Email,79,4,4,32030,14842
2004,5/22/2025 16:42,Awareness,Tablet,Australia,Social Media,120,1,0,0,281
2004,5/22/2025 16:43,Interested,Tablet,Australia,Social Media,71,2,0,0,790
2004,5/22/2025 16:45,Proposal & Negotiation,Tablet,Australia,Social Media,98,1,0,0,263
2004,5/22/2025 16:46,Proposal & Negotiation,Tablet,Australia,Social Media,36,5,0,0,430
2004,5/22/2025 16:47,Deal Lost,Tablet,Australia,Social Media,86,2,0,0,488
2648,7/6/2025 22:26,Awareness,Mobile,India,Google,126,0,0,0,673
2648,7/6/2025 22:28,Interested,Mobile,India,Google,128,1,0,0,246
2648,7/6/2025 22:29,Proposal & Negotiation,Mobile,India,Google,48,3,0,0,549
2648,7/6/2025 22:32,Proposal & Negotiation,Mobile,India,Google,128,1,0,0,551
2648,7/6/2025 22:34,Deal Signed,Mobile,India,Google,122,5,4,30450,16356
2280,2/13/2025 18:37,Awareness,Mobile,Canada,Google,125,0,0,0,319
1592,2/14/2025 22:17,Awareness,Mobile,India,Direct,93,0,0,0,463
1592,2/14/2025 22:18,Interested,Mobile,India,Direct,69,1,0,0,556
2066,7/7/2025 0:58,Awareness,Tablet,Canada,Email,112,1,0,0,321
2066,7/7/2025 1:00,Interested,Tablet,Canada,Email,126,3,0,0,730
2066,7/7/2025 1:03,Proposal & Negotiation,Tablet,Canada,Email,119,4,0,0,485
2066,7/7/2025 1:05,Proposal & Negotiation,Tablet,Canada,Email,122,3,0,0,506
2066,7/7/2025 1:06,Deal Signed,Tablet,Canada,Email,39,4,2,13640,4987
1810,3/4/2025 6:46,Awareness,Tablet,USA,Direct,128,1,0,0,512
1810,3/4/2025 6:49,Interested,Tablet,USA,Direct,129,3,0,0,420
1810,3/4/2025 6:51,Proposal & Negotiation,Tablet,USA,Direct,122,1,0,0,258
1810,3/4/2025 6:53,Proposal & Negotiation,Tablet,USA,Direct,63,2,0,0,259
1810,3/4/2025 6:55,Deal Signed,Tablet,USA,Direct,126,5,1,4190,1540
2339,8/13/2025 0:24,Awareness,Mobile,Germany,Email,129,0,0,0,492
2339,8/13/2025 0:26,Interested,Mobile,Germany,Email,96,1,0,0,222
1627,6/16/2025 13:44,Awareness,Mobile,USA,Direct,21,0,0,0,773
1627,6/16/2025 13:47,Interested,Mobile,USA,Direct,129,1,0,0,501
1627,6/16/2025 13:50,Proposal & Negotiation,Mobile,USA,Direct,128,4,0,0,226
1820,8/14/2025 10:59,Awareness,Desktop,France,Direct,105,0,0,0,608
1623,1/17/2025 1:52,Awareness,Tablet,Germany,Email,126,0,0,0,741
1623,1/17/2025 1:54,Interested,Tablet,Germany,Email,119,1,0,0,721
2198,7/26/2025 6:40,Awareness,Mobile,Australia,Google,120,1,0,0,307
1835,3/5/2025 11:50,Awareness,Desktop,USA,Social Media,102,1,0,0,237
1631,2/22/2025 3:38,Awareness,Tablet,Germany,Direct,70,0,0,0,482
1631,2/22/2025 3:40,Interested,Tablet,Germany,Direct,125,1,0,0,412
1631,2/22/2025 3:41,Proposal & Negotiation,Tablet,Germany,Direct,35,4,0,0,490
2248,2/23/2025 10:16,Awareness,Mobile,Australia,Direct,81,0,0,0,650
2248,2/23/2025 10:18,Interested,Mobile,Australia,Direct,122,3,0,0,366
